,gender,customer_type,age,type_of_travel,flight_distance,inflight_wifi_service,departure/arrival_time_convenient,ease_of_online_booking,food_and_drink,inflight_entertainment,baggage_handling,cleanliness,departure_delay_in_minutes,arrival_delay_in_minutes,satisfaction
104335,Female,Loyal Customer,45,Business travel,3937,2,5,5,1,2,2,2,0,0,Dissatisfied
104336,Female,Loyal Customer,39,Business travel,3938,3,3,3,2,2,2,5,0,0,Satisfied
104337,Female,Loyal Customer,41,Business travel,3938,4,4,4,2,5,5,4,0,0,Satisfied
104338,Male,Loyal Customer,50,Business travel,3938,4,4,4,2,3,3,3,55,49,Satisfied
104340,Male,Loyal Customer,44,Business travel,3938,5,5,5,4,3,3,3,42,26,Satisfied
104341,Female,Loyal Customer,57,Business travel,3938,3,1,1,4,3,3,4,0,6,Dissatisfied
104342,Male,Loyal Customer,40,Business travel,3938,4,4,4,2,4,4,5,13,0,Satisfied
104343,Male,Loyal Customer,48,Business travel,3938,1,3,3,4,1,1,4,0,12,Dissatisfied
104344,Female,Loyal Customer,38,Business travel,3939,3,3,3,3,3,3,2,0,0,Dissatisfied
104345,Female,Loyal Customer,25,Business travel,3939,1,1,3,5,5,5,5,0,0,Satisfied
104346,Female,Loyal Customer,25,Business travel,3939,5,5,5,4,4,4,4,0,0,Satisfied
104347,Female,Loyal Customer,34,Business travel,3939,2,1,3,4,4,4,4,0,0,Neutral
104348,Male,Loyal Customer,16,Business travel,3939,3,4,4,5,5,3,5,0,0,Dissatisfied
104349,Female,Loyal Customer,47,Business travel,3939,2,2,2,3,2,2,2,35,34,Dissatisfied
104350,Male,Loyal Customer,44,Business travel,3939,5,5,5,2,4,4,4,0,0,Satisfied
104351,Female,Loyal Customer,60,Business travel,3939,2,2,2,5,5,4,3,33,26,Satisfied
104352,Male,Loyal Customer,48,Business travel,3939,3,2,2,2,3,3,4,8,0,Dissatisfied
104353,Male,Loyal Customer,41,Business travel,3940,5,5,5,3,5,5,5,0,0,Satisfied
104354,Female,Loyal Customer,33,Business travel,3940,4,4,4,3,3,3,5,0,0,Satisfied
104356,Male,Loyal Customer,21,Business travel,3940,4,4,4,3,3,1,3,115,95,Satisfied
104358,Female,Loyal Customer,40,Business travel,3941,3,2,5,2,3,3,4,0,0,Dissatisfied
104359,Female,Loyal Customer,51,Business travel,3941,4,4,4,3,4,4,5,46,30,Satisfied
104360,Female,Loyal Customer,43,Business travel,3941,3,3,3,2,4,4,5,0,0,Satisfied
104361,Female,Loyal Customer,43,Business travel,3941,3,3,3,4,5,5,3,98,98,Satisfied
104362,Male,Loyal Customer,42,Business travel,3941,3,3,3,5,3,3,3,0,0,Satisfied
104363,Male,Loyal Customer,33,Business travel,3941,2,2,2,5,5,5,5,28,17,Satisfied
104364,Female,Loyal Customer,37,Business travel,3941,5,2,5,5,4,4,5,28,24,Satisfied
104365,Female,Loyal Customer,64,Business travel,3942,0,4,0,3,3,3,4,0,0,Satisfied
104366,Male,Loyal Customer,32,Business travel,3942,1,1,1,5,5,5,5,6,0,Satisfied
104367,Female,Loyal Customer,45,Business travel,3942,3,3,3,1,5,5,4,82,62,Satisfied
104368,Male,Loyal Customer,35,Business travel,3942,1,2,2,2,1,1,3,0,0,Dissatisfied
104369,Female,Loyal Customer,41,Business travel,3942,3,3,3,2,4,4,5,10,7,Satisfied
104370,Male,Loyal Customer,52,Business travel,3942,4,4,4,1,4,4,2,38,26,Dissatisfied
104372,Female,Loyal Customer,49,Business travel,3942,0,0,0,2,2,2,5,4,0,Satisfied
104373,Male,Loyal Customer,41,Business travel,3942,2,2,2,4,2,2,4,0,1,Satisfied
104374,Male,Loyal Customer,33,Business travel,3942,3,3,3,4,4,5,4,0,0,Satisfied
104375,Female,Loyal Customer,53,Business travel,3942,5,5,5,3,5,5,2,88,124,Satisfied
104376,Female,Loyal Customer,55,Business travel,3942,3,3,3,2,5,5,3,0,0,Satisfied
104377,Male,Loyal Customer,41,Business travel,3942,4,4,4,2,5,5,4,0,0,Satisfied
104378,Male,Loyal Customer,56,Business travel,3942,3,3,5,5,5,5,3,5,3,Satisfied
104379,Female,Loyal Customer,48,Business travel,3943,2,1,2,3,4,4,3,0,1,Satisfied
104380,Female,Loyal Customer,40,Business travel,3943,5,5,5,2,5,5,4,26,33,Satisfied
104381,Male,Loyal Customer,48,Business travel,3943,4,4,4,5,5,5,3,2,0,Satisfied
104382,Female,Loyal Customer,35,Business travel,3943,2,2,2,4,3,3,3,10,2,Satisfied
104383,Male,Loyal Customer,56,Business travel,3943,3,3,3,2,5,5,5,0,0,Satisfied
104384,Female,Loyal Customer,36,Business travel,3943,5,5,5,3,5,4,3,18,17,Satisfied
104385,Female,Loyal Customer,38,Business travel,3943,5,3,3,4,5,5,3,3,32,Dissatisfied
104386,Female,Loyal Customer,58,Business travel,3944,0,0,0,4,1,1,4,0,0,Satisfied
104387,Male,Loyal Customer,42,Business travel,3944,3,3,3,5,4,4,3,5,0,Satisfied
104388,Male,Loyal Customer,58,Business travel,3944,5,5,2,5,4,4,3,0,0,Satisfied
104390,Male,Loyal Customer,56,Business travel,3944,5,5,5,2,4,4,5,0,7,Satisfied
104391,Male,Loyal Customer,38,Business travel,3944,4,4,4,5,4,4,5,0,0,Satisfied
104393,Female,Loyal Customer,41,Business travel,3945,1,1,1,4,5,5,3,14,0,Satisfied
104394,Male,Loyal Customer,42,Business travel,3945,5,5,3,4,4,4,4,0,0,Neutral
104395,Male,Loyal Customer,43,Business travel,3945,1,1,1,2,5,5,3,44,41,Satisfied
104396,Female,Loyal Customer,19,Business travel,3945,4,1,1,4,4,4,4,7,5,Dissatisfied
104397,Female,Loyal Customer,57,Business travel,3945,1,1,5,3,4,4,5,0,0,Satisfied
104398,Female,Loyal Customer,48,Business travel,3945,5,5,5,3,5,5,5,0,18,Satisfied
104399,Male,Loyal Customer,38,Business travel,3945,1,1,1,5,4,4,3,0,0,Satisfied
104400,Male,Loyal Customer,51,Business travel,3945,1,1,1,2,4,4,3,0,0,Satisfied
104401,Female,Loyal Customer,41,Business travel,3945,4,4,3,4,5,5,3,0,23,Satisfied
104402,Female,Loyal Customer,43,Business travel,3946,3,3,3,3,4,4,4,0,0,Satisfied
104403,Male,Loyal Customer,35,Business travel,3946,4,4,3,4,4,4,4,0,0,Neutral
104404,Female,Loyal Customer,41,Business travel,3946,4,4,4,4,4,4,5,0,0,Satisfied
104405,Female,Loyal Customer,47,Business travel,3946,4,4,4,5,5,5,5,0,0,Satisfied
104406,Female,Loyal Customer,53,Business travel,3946,3,3,3,4,4,4,4,262,316,Satisfied
104407,Male,Loyal Customer,14,Business travel,3946,3,3,3,4,4,4,4,0,0,Satisfied
104408,Female,Disloyal Customer,0,Business travel,3946,2,4,4,2,2,3,2,0,6,Neutral
104409,Female,Loyal Customer,38,Business travel,3946,1,1,1,2,4,4,5,0,0,Satisfied
104410,Female,Loyal Customer,33,Business travel,3946,1,1,3,2,5,5,4,0,0,Satisfied
104411,Male,Loyal Customer,52,Business travel,3947,3,3,3,5,2,2,3,0,0,Satisfied
104412,Female,Loyal Customer,51,Business travel,3947,5,5,5,4,4,4,3,0,0,Satisfied
104413,Male,Loyal Customer,63,Business travel,3947,0,0,0,4,2,2,4,0,0,Satisfied
104414,Male,Loyal Customer,46,Business travel,3947,5,5,5,3,4,4,3,0,0,Satisfied
104415,Male,Loyal Customer,34,Business travel,3947,4,4,4,4,2,2,5,0,8,Satisfied
104416,Female,Loyal Customer,55,Business travel,3947,4,4,4,5,4,4,4,35,13,Satisfied
104417,Male,Loyal Customer,34,Business travel,3947,2,1,1,5,2,2,3,8,0,Dissatisfied
104418,Male,Loyal Customer,60,Business travel,3947,0,0,0,2,1,1,5,44,58,Satisfied
104419,Female,Loyal Customer,43,Business travel,3947,4,4,4,5,4,4,4,19,9,Satisfied
104420,Female,Loyal Customer,45,Business travel,3948,1,1,1,5,5,5,5,0,0,Satisfied
104421,Male,Loyal Customer,51,Business travel,3948,3,3,3,5,5,5,5,12,1,Satisfied
104422,Female,Loyal Customer,20,Business travel,3948,3,3,3,4,5,3,4,0,0,Satisfied
104423,Male,Loyal Customer,48,Business travel,3948,5,5,5,2,5,5,4,0,0,Satisfied
104425,Male,Loyal Customer,48,Business travel,3948,5,5,5,4,5,5,5,0,0,Satisfied
104426,Female,Loyal Customer,46,Business travel,3948,3,3,3,5,5,5,5,9,0,Satisfied
104427,Female,Loyal Customer,39,Business travel,3948,2,3,3,4,4,4,4,0,0,Neutral
104428,Female,Loyal Customer,44,Business travel,3948,3,2,2,3,3,3,2,18,11,Dissatisfied
104429,Male,Loyal Customer,39,Business travel,3949,2,2,4,5,5,3,5,0,0,Satisfied
104430,Male,Loyal Customer,15,Business travel,3949,4,1,2,3,3,3,3,10,1,Dissatisfied
104431,Female,Loyal Customer,38,Business travel,3949,5,5,1,1,4,4,2,0,0,Satisfied
104432,Male,Loyal Customer,58,Business travel,3949,5,5,5,4,5,5,4,0,0,Satisfied
104433,Female,Loyal Customer,48,Business travel,3949,3,2,3,4,4,4,4,0,0,Neutral
104434,Female,Loyal Customer,51,Business travel,3949,4,4,4,5,5,5,5,9,0,Satisfied
104435,Male,Loyal Customer,41,Business travel,3949,3,3,3,4,4,4,4,0,0,Neutral
104436,Female,Loyal Customer,60,Business travel,3949,1,1,1,4,4,4,4,16,8,Satisfied
104437,Male,Loyal Customer,52,Business travel,3949,0,1,1,2,4,4,5,0,0,Satisfied
104438,Male,Loyal Customer,64,Business travel,3949,5,5,3,4,4,4,4,0,0,Neutral
104439,Female,Loyal Customer,35,Business travel,3950,1,4,4,4,1,1,2,0,0,Dissatisfied
104440,Female,Loyal Customer,41,Business travel,3950,3,3,3,3,4,4,4,4,2,Satisfied
104441,Male,Loyal Customer,58,Business travel,3950,4,4,3,3,4,4,3,0,0,Satisfied
104442,Male,Loyal Customer,45,Business travel,3950,1,4,4,3,1,1,2,25,0,Dissatisfied
104443,Female,Loyal Customer,39,Business travel,3950,3,3,4,3,3,3,3,0,0,Satisfied
104444,Male,Loyal Customer,54,Business travel,3950,4,4,4,3,4,4,5,20,28,Satisfied
104445,Female,Loyal Customer,34,Business travel,3951,1,3,3,2,1,1,4,0,0,Dissatisfied
104446,Female,Loyal Customer,40,Business travel,3951,5,5,5,5,5,5,3,5,0,Satisfied
104447,Male,Loyal Customer,33,Business travel,3951,4,4,4,4,4,4,4,0,0,Satisfied
104448,Female,Loyal Customer,50,Business travel,3951,1,1,5,1,4,5,4,0,3,Satisfied
104450,Male,Loyal Customer,39,Business travel,3951,5,5,5,5,5,4,5,26,15,Satisfied
104452,Female,Loyal Customer,37,Business travel,3951,1,4,3,4,4,4,4,0,0,Neutral
104453,Male,Loyal Customer,58,Business travel,3952,5,5,5,4,4,4,5,0,0,Satisfied
104454,Male,Loyal Customer,57,Business travel,3952,0,0,0,3,1,1,3,0,0,Satisfied
104455,Male,Loyal Customer,58,Business travel,3952,5,5,5,5,5,5,5,0,0,Satisfied
104456,Female,Loyal Customer,60,Business travel,3952,4,4,4,2,4,4,4,0,0,Satisfied
104457,Female,Loyal Customer,56,Business travel,3952,5,5,3,4,4,4,4,0,0,Neutral
104458,Female,Loyal Customer,43,Business travel,3952,4,4,4,4,4,4,3,0,0,Dissatisfied
104459,Female,Disloyal Customer,0,Business travel,3952,1,1,1,4,4,3,4,0,0,Neutral
104460,Male,Loyal Customer,30,Business travel,,2,3,3,4,4,3,2,10,0,Dissatisfied
104461,Male,Loyal Customer,34,Business travel,3953,3,3,3,5,3,3,2,77,108,Dissatisfied
104462,Female,Loyal Customer,55,Business travel,3953,4,5,5,3,4,4,4,0,11,Dissatisfied
104463,Male,Loyal Customer,78,Business travel,3953,2,4,5,3,3,2,3,0,0,Dissatisfied
104464,Male,Loyal Customer,45,Business travel,3953,4,4,4,2,4,4,4,0,0,Satisfied
104465,Female,Loyal Customer,57,Business travel,3953,5,5,5,4,4,4,4,30,28,Satisfied
104466,Female,Loyal Customer,27,Business travel,3953,4,4,4,4,4,3,4,36,43,Dissatisfied
104467,Female,Loyal Customer,54,Business travel,3953,3,5,5,4,3,3,3,10,5,Dissatisfied
104468,Female,Loyal Customer,48,Business travel,3954,5,5,5,3,5,5,4,0,0,Satisfied
104469,Female,Loyal Customer,42,Business travel,3954,1,5,5,1,1,1,4,5,0,Dissatisfied
104470,Male,Loyal Customer,40,Business travel,3954,3,3,3,2,4,4,3,0,7,Satisfied
104471,Female,Loyal Customer,49,Business travel,3954,1,4,1,2,2,2,4,0,0,Satisfied
104472,Male,Loyal Customer,47,Business travel,3954,1,3,3,1,1,1,3,9,0,Dissatisfied
104473,Male,Loyal Customer,63,Business travel,3954,1,1,1,3,5,5,4,0,0,Satisfied
104474,Female,Loyal Customer,53,Business travel,3954,2,4,2,3,4,4,3,0,0,Satisfied
104475,Female,Loyal Customer,27,Business travel,3955,4,4,4,5,5,5,5,0,4,Satisfied
104476,Male,Loyal Customer,50,Business travel,3955,4,3,4,4,4,4,3,0,0,Satisfied
104477,Male,Loyal Customer,45,Business travel,3955,3,3,4,2,4,4,4,1,0,Satisfied
104478,Female,Loyal Customer,39,Business travel,3955,0,3,0,2,5,5,2,0,0,Satisfied
104479,Female,Loyal Customer,49,Business travel,3955,3,3,3,5,5,5,3,59,49,Satisfied
104480,Female,Loyal Customer,49,Business travel,3955,4,4,4,2,5,5,3,21,18,Satisfied
104481,Female,Loyal Customer,44,Business travel,3955,3,3,3,3,4,4,4,0,0,Satisfied
104482,Female,Loyal Customer,51,Business travel,3955,4,4,4,5,4,4,3,0,2,Satisfied
104483,Female,Loyal Customer,58,Business travel,3955,2,2,2,5,3,5,5,205,206,Satisfied
104484,Female,Loyal Customer,37,Business travel,3955,5,5,5,3,3,3,5,13,7,Satisfied
104485,Female,Loyal Customer,53,Business travel,3955,2,2,5,3,4,4,3,0,0,Satisfied
104486,Male,Loyal Customer,41,Business travel,3955,4,5,4,2,4,4,5,3,0,Satisfied
104487,Female,Loyal Customer,45,Business travel,3956,0,0,0,1,3,3,4,2,4,Satisfied
104488,Female,Loyal Customer,60,Business travel,3956,3,1,3,4,4,4,4,0,0,Neutral
104489,Female,Loyal Customer,42,Business travel,3956,4,4,4,3,4,4,4,0,0,Satisfied
104491,Female,Disloyal Customer,0,Business travel,3956,2,2,2,5,5,5,5,19,6,Neutral
104492,Female,Loyal Customer,43,Business travel,3956,1,1,3,4,4,4,4,0,0,Neutral
104493,Female,Loyal Customer,53,Business travel,3956,4,4,4,1,5,5,5,0,0,Satisfied
104494,Male,Loyal Customer,58,Business travel,3957,0,0,0,2,5,5,4,0,0,Satisfied
104495,Male,Loyal Customer,64,Business travel,3957,2,4,4,3,2,2,2,29,9,Dissatisfied
104496,Male,Loyal Customer,44,Business travel,3957,0,5,0,2,4,2,4,0,0,Satisfied
104497,Male,Loyal Customer,36,Business travel,3958,1,1,1,2,5,5,4,4,3,Satisfied
104498,Female,Loyal Customer,44,Business travel,3958,3,3,3,4,4,4,4,0,0,Satisfied
104499,Male,Loyal Customer,22,Business travel,3958,1,5,3,4,4,4,4,0,0,Neutral
104500,Male,Loyal Customer,54,Business travel,3958,1,0,0,1,4,4,3,0,0,Dissatisfied
104501,Male,Loyal Customer,54,Business travel,3958,2,2,2,4,4,4,2,0,12,Satisfied
104502,Female,Loyal Customer,22,Business travel,3958,2,2,2,5,5,4,5,0,2,Satisfied
104503,Female,Loyal Customer,51,Business travel,3958,2,2,3,2,4,4,4,47,53,Satisfied
104504,Male,Loyal Customer,39,Business travel,3958,2,2,2,4,4,5,4,38,31,Satisfied
104505,Male,Loyal Customer,63,Business travel,3958,3,3,1,3,3,3,4,11,0,Dissatisfied
104507,Male,Loyal Customer,51,Business travel,3959,5,5,5,5,3,3,3,3,3,Satisfied
104508,Female,Loyal Customer,45,Business travel,3959,4,4,4,3,4,4,3,0,3,Satisfied
104509,Male,Loyal Customer,55,Business travel,3959,5,5,5,3,5,5,3,7,0,Satisfied
104510,Female,Loyal Customer,59,Business travel,3959,3,3,5,5,2,2,4,5,49,Satisfied
104511,Male,Loyal Customer,42,Business travel,3959,2,2,2,2,5,5,4,0,0,Satisfied
104512,Female,Loyal Customer,47,Business travel,3959,2,4,3,4,4,4,4,0,0,Neutral
104513,Female,Loyal Customer,33,Business travel,3959,1,1,1,4,4,4,4,0,0,Satisfied
104514,Female,Loyal Customer,48,Business travel,3959,5,5,5,1,5,5,3,0,0,Satisfied
104515,Male,Loyal Customer,43,Business travel,3959,5,5,5,3,5,5,4,0,0,Satisfied
104516,Male,Loyal Customer,26,Business travel,3960,1,1,1,4,4,5,4,45,48,Satisfied
104517,Male,Loyal Customer,32,Business travel,3960,3,3,3,4,4,4,4,0,0,Satisfied
104518,Male,Loyal Customer,37,Business travel,3960,3,2,3,4,4,4,4,0,0,Neutral
104519,Male,Loyal Customer,54,Business travel,3960,4,4,1,3,5,5,3,0,0,Satisfied
104520,Male,Loyal Customer,45,Business travel,3960,3,3,3,5,5,5,5,0,1,Satisfied
104521,Male,Loyal Customer,33,Business travel,3961,1,1,5,4,4,5,4,0,11,Satisfied
104522,Female,Loyal Customer,45,Business travel,3961,1,1,1,2,2,2,4,0,0,Satisfied
104523,Female,Loyal Customer,44,Business travel,3961,0,3,0,4,3,3,2,0,0,Satisfied
104524,Female,Loyal Customer,40,Business travel,3961,4,4,4,2,5,5,2,0,0,Satisfied
104525,Female,Loyal Customer,38,Business travel,3961,4,4,4,4,5,5,3,33,38,Satisfied
104527,Female,Loyal Customer,64,Business travel,3961,1,1,4,3,4,4,3,23,18,Satisfied
104528,Female,Loyal Customer,46,Business travel,3962,5,5,5,2,4,4,3,114,106,Satisfied
104530,Female,Loyal Customer,50,Business travel,3962,4,4,1,3,4,4,4,0,0,Satisfied
104531,Male,Loyal Customer,47,Business travel,3962,4,4,4,4,5,5,3,0,0,Satisfied
104533,Female,Loyal Customer,42,Business travel,3962,3,3,3,3,5,5,3,38,39,Satisfied
104534,Female,Loyal Customer,50,Business travel,3962,4,4,4,4,4,4,5,0,0,Satisfied
104535,Male,Loyal Customer,46,Business travel,3962,1,1,1,3,4,4,4,0,0,Satisfied
104536,Male,Loyal Customer,53,Business travel,3962,5,5,5,4,4,4,4,0,0,Satisfied
104537,Male,Loyal Customer,37,Business travel,3962,1,3,1,4,5,5,5,0,14,Satisfied
104538,Male,Loyal Customer,46,Business travel,3963,4,4,4,4,5,5,3,0,0,Satisfied
104540,Male,Loyal Customer,36,Business travel,3963,3,2,4,1,3,3,3,6,0,Dissatisfied
104541,Female,Loyal Customer,10,Business travel,,1,1,3,4,4,4,4,0,0,Neutral
104543,Male,Loyal Customer,65,Business travel,3963,5,5,3,4,4,4,4,0,0,Neutral
104544,Male,Loyal Customer,16,Business travel,3963,1,1,1,4,4,5,4,3,3,Satisfied
104545,Female,Loyal Customer,38,Business travel,3963,1,1,1,2,4,4,4,0,0,Satisfied
104546,Female,Loyal Customer,36,Business travel,3964,2,2,2,5,5,5,3,0,1,Satisfied
104547,Female,Loyal Customer,40,Business travel,3964,4,4,4,3,4,4,4,0,0,Satisfied
104548,Female,Loyal Customer,32,Business travel,3964,1,1,1,4,4,4,4,27,32,Satisfied
104549,Male,Loyal Customer,33,Business travel,3964,3,3,3,2,2,5,2,0,0,Satisfied
104550,Female,Loyal Customer,54,Business travel,3964,0,5,0,3,4,2,3,0,0,Satisfied
104551,Female,Loyal Customer,39,Business travel,3964,5,5,5,5,5,5,4,0,0,Satisfied
104552,Male,Loyal Customer,51,Business travel,3964,1,1,1,4,4,4,4,72,64,Satisfied
104553,Male,Loyal Customer,39,Business travel,3964,1,1,1,4,4,5,4,0,0,Satisfied
104554,Male,Loyal Customer,45,Business travel,3965,4,4,4,3,2,2,5,2,0,Satisfied
104555,Female,Disloyal Customer,0,Business travel,3965,5,5,5,4,4,4,4,0,0,Neutral
104556,Male,Loyal Customer,34,Business travel,3965,2,2,1,5,5,5,4,0,18,Satisfied
104557,Female,Loyal Customer,39,Business travel,3965,2,2,2,4,4,3,4,0,0,Satisfied
104558,Male,Loyal Customer,42,Business travel,3965,3,3,3,5,5,5,4,0,0,Satisfied
104559,Male,Loyal Customer,43,Business travel,3965,5,5,5,3,5,5,5,0,0,Satisfied
104560,Male,Loyal Customer,52,Business travel,3965,3,4,2,5,3,3,4,2,3,Dissatisfied
104561,Female,Loyal Customer,43,Business travel,3965,1,1,1,5,5,5,4,14,2,Satisfied
104562,Male,Loyal Customer,36,Business travel,3965,2,4,2,5,2,2,2,0,17,Dissatisfied
104563,Male,Loyal Customer,41,Business travel,3965,4,4,2,3,2,2,4,33,5,Satisfied
104564,Male,Loyal Customer,59,Business travel,3965,1,1,3,4,4,4,4,0,0,Neutral
104566,Male,Loyal Customer,46,Business travel,3966,3,3,3,3,4,4,5,0,0,Satisfied
104567,Male,Loyal Customer,44,Business travel,3966,3,4,3,4,4,4,4,0,0,Neutral
104568,Female,Loyal Customer,50,Business travel,3966,2,2,2,3,4,5,5,0,0,Satisfied
104569,Female,Loyal Customer,47,Business travel,3966,3,3,3,2,4,4,5,5,0,Satisfied
104570,Male,Loyal Customer,33,Business travel,3967,1,1,1,4,4,1,4,0,0,Satisfied
104571,Male,Loyal Customer,42,Business travel,3967,3,3,3,1,5,5,2,0,0,Satisfied
104572,Female,Loyal Customer,41,Business travel,3967,3,3,5,5,4,4,3,0,0,Satisfied
104573,Male,Loyal Customer,60,Business travel,3967,5,5,5,2,4,4,4,2,9,Satisfied
104574,Female,Loyal Customer,35,Business travel,3967,5,5,5,4,4,4,5,25,20,Satisfied
104575,Female,Loyal Customer,60,Business travel,3967,2,5,1,1,2,2,3,8,1,Dissatisfied
104576,Female,Loyal Customer,47,Business travel,3967,3,3,3,3,5,5,5,0,0,Satisfied
104577,Female,Loyal Customer,43,Business travel,3967,5,5,5,3,5,5,3,1,0,Satisfied
104578,Female,Loyal Customer,27,Business travel,3967,5,5,5,3,3,3,3,0,0,Satisfied
104579,Male,Loyal Customer,60,Business travel,3967,4,4,5,5,5,5,4,0,0,Satisfied
104580,Female,Loyal Customer,51,Business travel,3967,3,1,1,2,3,3,4,0,21,Dissatisfied
104581,Male,Loyal Customer,54,Business travel,3968,2,2,2,2,5,5,4,0,0,Satisfied
104582,Female,Loyal Customer,39,Business travel,3968,5,5,3,3,5,5,4,0,0,Satisfied
104583,Male,Loyal Customer,51,Business travel,3968,2,2,2,3,5,5,3,0,0,Satisfied
104584,Male,Loyal Customer,41,Business travel,3968,3,3,3,5,5,5,4,6,13,Satisfied
104586,Female,Loyal Customer,17,Business travel,3968,4,4,4,3,3,5,3,20,9,Satisfied
104587,Female,Loyal Customer,38,Business travel,3969,3,5,5,2,3,3,4,11,24,Dissatisfied
104588,Female,Loyal Customer,54,Business travel,3969,4,4,4,5,5,5,3,6,0,Satisfied
104589,Female,Loyal Customer,25,Business travel,3969,5,5,5,3,3,5,3,0,0,Satisfied
104590,Male,Loyal Customer,46,Business travel,3969,1,4,4,4,1,1,2,0,0,Dissatisfied
104591,Female,Loyal Customer,41,Business travel,3970,1,3,3,5,1,1,4,0,6,Dissatisfied
104592,Female,Loyal Customer,54,Business travel,3970,5,5,5,3,4,4,5,0,0,Satisfied
104593,Male,Loyal Customer,40,Business travel,3970,2,2,2,5,4,4,5,46,23,Satisfied
104594,Female,Loyal Customer,49,Business travel,3970,4,4,4,3,5,5,5,0,0,Satisfied
104595,Female,Loyal Customer,32,Business travel,3970,5,5,5,5,5,4,5,10,15,Satisfied
104596,Female,Loyal Customer,60,Business travel,3971,5,5,5,5,5,4,4,11,8,Satisfied
104597,Male,Loyal Customer,56,Business travel,3971,4,4,4,2,4,4,5,0,0,Satisfied
104598,Male,Loyal Customer,37,Business travel,3971,2,2,2,1,2,2,2,0,0,Dissatisfied
104599,Male,Loyal Customer,49,Business travel,3971,4,1,4,4,4,4,3,38,56,Satisfied
104600,Female,Loyal Customer,39,Business travel,3971,3,3,3,5,5,5,5,0,5,Satisfied
104601,Female,Loyal Customer,33,Business travel,3972,5,5,5,5,5,4,3,0,5,Satisfied
104602,Female,Loyal Customer,26,Business travel,3972,3,1,1,3,3,3,3,0,1,Dissatisfied
104603,Female,Loyal Customer,51,Business travel,3972,3,3,3,1,5,5,5,0,0,Satisfied
104604,Male,Loyal Customer,41,Business travel,3972,4,4,4,2,3,3,3,0,0,Satisfied
104605,Female,Loyal Customer,45,Business travel,3972,3,4,4,3,3,3,3,0,0,Dissatisfied
104606,Female,Loyal Customer,37,Business travel,3972,4,4,4,2,4,4,5,0,0,Satisfied
104607,Male,Loyal Customer,37,Business travel,3972,0,4,0,4,5,5,3,0,12,Satisfied
104608,Male,Loyal Customer,50,Business travel,3973,1,1,1,3,3,3,5,31,17,Satisfied
104610,Male,Loyal Customer,50,Business travel,3973,3,2,2,3,3,3,5,5,4,Dissatisfied
104611,Female,Loyal Customer,45,Business travel,3973,1,1,2,3,5,5,2,0,0,Satisfied
104612,Female,Loyal Customer,16,Business travel,3973,4,4,4,3,3,2,3,2,14,Satisfied
104613,Female,Loyal Customer,42,Business travel,3973,1,1,1,4,2,2,5,1,0,Satisfied
104614,Male,Loyal Customer,49,Business travel,3973,1,1,1,2,5,5,4,0,0,Satisfied
104615,Male,Loyal Customer,40,Business travel,3973,3,3,3,2,3,3,3,10,2,Satisfied
104616,Female,Loyal Customer,41,Business travel,3974,4,4,1,3,4,4,5,25,19,Satisfied
104617,Female,Loyal Customer,66,Business travel,3974,3,2,2,4,3,3,3,0,0,Dissatisfied
104618,Male,Loyal Customer,38,Business travel,3974,1,1,1,2,4,4,5,0,0,Satisfied
104619,Female,Loyal Customer,12,Business travel,3974,2,1,1,2,2,3,2,0,7,Dissatisfied
104620,Female,Loyal Customer,37,Business travel,3974,4,4,4,2,4,4,4,0,0,Dissatisfied
104621,Male,Loyal Customer,54,Business travel,3974,1,1,1,2,4,5,2,0,0,Satisfied
104622,Female,Loyal Customer,50,Business travel,3974,4,4,4,4,5,5,3,10,0,Satisfied
